@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}

@data
277,'2024/12/09 03:08:18:560',1,15331,-141,-8177,-621,-4632,2142,?,?,?
278,'2024/12/09 03:08:18:578',1,15331,-141,-8177,-621,-4632,2142,?,?,?
279,'2024/12/09 03:08:18:598',1,15198,-659,-7624,-82,-3213,1522,?,?,?
280,'2024/12/09 03:08:18:616',1,15198,-659,-7624,-82,-3213,1522,?,?,?
281,'2024/12/09 03:08:18:635',1,15198,-659,-7624,-82,-3213,1522,?,?,?
282,'2024/12/09 03:08:18:655',1,14544,-626,-7984,-1979,-1112,840,?,?,?
283,'2024/12/09 03:08:18:673',1,14544,-626,-7984,-1979,-1112,840,?,?,?
284,'2024/12/09 03:08:18:692',1,14544,-626,-7984,-1979,-1112,840,?,?,?
285,'2024/12/09 03:08:18:710',1,14623,-865,-7251,-1564,9,1003,?,?,?
286,'2024/12/09 03:08:18:727',1,14623,-865,-7251,-1564,9,1003,?,?,?
287,'2024/12/09 03:08:18:746',1,14623,-865,-7251,-1564,9,1003,?,?,?
288,'2024/12/09 03:08:18:764',1,14755,-774,-7540,-1919,1253,464,?,?,?
289,'2024/12/09 03:08:18:783',1,14755,-774,-7540,-1919,1253,464,?,?,?
290,'2024/12/09 03:08:18:802',1,14755,-774,-7540,-1919,1253,464,?,?,?
291,'2024/12/09 03:08:18:821',1,14270,-935,-7758,-1886,1121,427,?,?,?
292,'2024/12/09 03:08:18:841',1,14270,-935,-7758,-1886,1121,427,?,?,?
293,'2024/12/09 03:08:18:857',1,14270,-935,-7758,-1886,1121,427,?,?,?
294,'2024/12/09 03:08:18:875',1,14467,-826,-7275,-1770,1240,158,?,?,?
295,'2024/12/09 03:08:18:894',1,14467,-826,-7275,-1770,1240,158,?,?,?
296,'2024/12/09 03:08:18:914',1,14467,-826,-7275,-1770,1240,158,?,?,?
297,'2024/12/09 03:08:18:932',1,14534,-897,-7426,-1978,1014,268,?,?,?
298,'2024/12/09 03:08:18:950',1,14534,-897,-7426,-1978,1014,268,?,?,?
299,'2024/12/09 03:08:18:969',1,14534,-897,-7426,-1978,1014,268,?,?,?
300,'2024/12/09 03:08:18:988',1,14874,-856,-7649,-1679,1499,65,?,?,?
301,'2024/12/09 03:08:19:006',1,14874,-856,-7649,-1679,1499,65,?,?,?
302,'2024/12/09 03:08:19:026',1,14290,-787,-7451,-1690,2466,-685,?,?,?
303,'2024/12/09 03:08:19:046',1,14290,-787,-7451,-1690,2466,-685,?,?,?
304,'2024/12/09 03:08:19:064',1,14290,-787,-7451,-1690,2466,-685,?,?,?
305,'2024/12/09 03:08:19:084',1,14017,-688,-8043,-1984,1637,-89,?,?,?
306,'2024/12/09 03:08:19:102',1,14017,-688,-8043,-1984,1637,-89,?,?,?
307,'2024/12/09 03:08:19:121',1,14017,-688,-8043,-1984,1637,-89,?,?,?
308,'2024/12/09 03:08:19:140',1,14808,-884,-9117,-2403,5548,336,?,?,?
309,'2024/12/09 03:08:19:156',1,14808,-884,-9117,-2403,5548,336,?,?,?
310,'2024/12/09 03:08:19:175',1,14808,-884,-9117,-2403,5548,336,?,?,?
311,'2024/12/09 03:08:19:194',1,19392,-1589,-10792,-1256,32766,-4078,?,?,?
312,'2024/12/09 03:08:19:215',1,19392,-1589,-10792,-1256,32766,-4078,?,?,?
313,'2024/12/09 03:08:19:234',1,19392,-1589,-10792,-1256,32766,-4078,?,?,?
314,'2024/12/09 03:08:19:250',1,19386,-533,-3787,-2200,32766,-12323,?,?,?
315,'2024/12/09 03:08:19:268',1,19386,-533,-3787,-2200,32766,-12323,?,?,?
316,'2024/12/09 03:08:19:285',1,19386,-533,-3787,-2200,32766,-12323,?,?,?
317,'2024/12/09 03:08:19:303',1,15160,1361,-1231,-3383,32766,-15304,?,?,?
318,'2024/12/09 03:08:19:322',1,15160,1361,-1231,-3383,32766,-15304,?,?,?
319,'2024/12/09 03:08:19:339',1,15160,1361,-1231,-3383,32766,-15304,?,?,?
320,'2024/12/09 03:08:19:358',1,2773,1781,10763,-5224,32766,-17364,?,?,?
321,'2024/12/09 03:08:19:376',1,2773,1781,10763,-5224,32766,-17364,?,?,?
322,'2024/12/09 03:08:19:396',1,2773,1781,10763,-5224,32766,-17364,?,?,?
323,'2024/12/09 03:08:19:413',1,-3417,2341,11491,797,32766,-12919,?,?,?
324,'2024/12/09 03:08:19:432',1,-3417,2341,11491,797,32766,-12919,?,?,?
325,'2024/12/09 03:08:19:452',1,-3417,2341,11491,797,32766,-12919,?,?,?
326,'2024/12/09 03:08:19:468',1,-12720,1152,22315,4126,18002,-11560,?,?,?
327,'2024/12/09 03:08:19:487',1,-12720,1152,22315,4126,18002,-11560,?,?,?
328,'2024/12/09 03:08:19:504',1,-12720,1152,22315,4126,18002,-11560,?,?,?
329,'2024/12/09 03:08:19:522',1,-16655,1946,10117,6037,21352,-11249,?,?,?
330,'2024/12/09 03:08:19:539',1,-16655,1946,10117,6037,21352,-11249,?,?,?
331,'2024/12/09 03:08:19:557',1,-16655,1946,10117,6037,21352,-11249,?,?,?
332,'2024/12/09 03:08:19:576',1,-14421,2628,4615,3657,8971,-7008,?,?,?
333,'2024/12/09 03:08:19:595',1,-14421,2628,4615,3657,8971,-7008,?,?,?
334,'2024/12/09 03:08:19:612',1,-14421,2628,4615,3657,8971,-7008,?,?,?
335,'2024/12/09 03:08:19:629',1,-12600,2091,11392,1486,5640,-6155,?,?,?
336,'2024/12/09 03:08:19:648',1,-12600,2091,11392,1486,5640,-6155,?,?,?
337,'2024/12/09 03:08:19:665',1,-12600,2091,11392,1486,5640,-6155,?,?,?
338,'2024/12/09 03:08:19:684',1,-13106,1670,8513,1725,8690,-4593,?,?,?
339,'2024/12/09 03:08:19:701',1,-13106,1670,8513,1725,8690,-4593,?,?,?
340,'2024/12/09 03:08:19:719',1,-13106,1670,8513,1725,8690,-4593,?,?,?
341,'2024/12/09 03:08:19:737',1,-15537,1341,7200,433,5407,-4708,?,?,?
342,'2024/12/09 03:08:19:756',1,-15537,1341,7200,433,5407,-4708,?,?,?
343,'2024/12/09 03:08:19:773',1,-15537,1341,7200,433,5407,-4708,?,?,?
344,'2024/12/09 03:08:19:791',1,-14525,1308,8176,-722,5624,-3399,?,?,?
345,'2024/12/09 03:08:19:809',1,-14525,1308,8176,-722,5624,-3399,?,?,?
346,'2024/12/09 03:08:19:828',1,-14525,1308,8176,-722,5624,-3399,?,?,?
347,'2024/12/09 03:08:19:847',1,-15291,934,7535,-1011,4099,-2552,?,?,?
348,'2024/12/09 03:08:19:866',1,-15291,934,7535,-1011,4099,-2552,?,?,?
349,'2024/12/09 03:08:19:885',1,-15291,934,7535,-1011,4099,-2552,?,?,?
350,'2024/12/09 03:08:19:906',1,-13515,803,7070,-1652,4299,-2494,?,?,?
351,'2024/12/09 03:08:19:925',1,-13515,803,7070,-1652,4299,-2494,?,?,?
352,'2024/12/09 03:08:19:944',1,-13515,803,7070,-1652,4299,-2494,?,?,?
353,'2024/12/09 03:08:19:962',1,-14154,595,7043,-2025,3690,-2499,?,?,?
354,'2024/12/09 03:08:19:982',1,-14154,595,7043,-2025,3690,-2499,?,?,?
355,'2024/12/09 03:08:20:001',1,-14154,595,7043,-2025,3690,-2499,?,?,?
356,'2024/12/09 03:08:20:017',1,-15073,102,6967,-1669,3414,-2667,?,?,?
357,'2024/12/09 03:08:20:035',1,-15073,102,6967,-1669,3414,-2667,?,?,?
358,'2024/12/09 03:08:20:055',1,-15073,102,6967,-1669,3414,-2667,?,?,?
359,'2024/12/09 03:08:20:071',1,-14865,-77,7677,-2219,2580,-2567,?,?,?
360,'2024/12/09 03:08:20:091',1,-14865,-77,7677,-2219,2580,-2567,?,?,?
361,'2024/12/09 03:08:20:108',1,-14865,-77,7677,-2219,2580,-2567,?,?,?
362,'2024/12/09 03:08:20:125',1,-14201,-301,6256,-1448,2436,-1945,?,?,?
363,'2024/12/09 03:08:20:141',1,-14201,-301,6256,-1448,2436,-1945,?,?,?
364,'2024/12/09 03:08:20:159',1,-14201,-301,6256,-1448,2436,-1945,?,?,?
365,'2024/12/09 03:08:20:178',1,-15569,-574,6113,-1632,1858,-1940,?,?,?
366,'2024/12/09 03:08:20:197',1,-15569,-574,6113,-1632,1858,-1940,?,?,?
367,'2024/12/09 03:08:20:216',1,-15569,-574,6113,-1632,1858,-1940,?,?,?
368,'2024/12/09 03:08:20:234',1,-15074,-630,5682,-2454,1144,-1790,?,?,?
369,'2024/12/09 03:08:20:253',1,-15074,-630,5682,-2454,1144,-1790,?,?,?
370,'2024/12/09 03:08:20:270',1,-15074,-630,5682,-2454,1144,-1790,?,?,?
371,'2024/12/09 03:08:20:290',1,-15524,-1106,7955,-2547,2199,-743,?,?,?
372,'2024/12/09 03:08:20:306',1,-15524,-1106,7955,-2547,2199,-743,?,?,?
373,'2024/12/09 03:08:20:325',1,-15524,-1106,7955,-2547,2199,-743,?,?,?
374,'2024/12/09 03:08:20:345',1,-14898,-1250,6046,-1662,1888,-976,?,?,?
375,'2024/12/09 03:08:20:365',1,-14898,-1250,6046,-1662,1888,-976,?,?,?
376,'2024/12/09 03:08:20:385',1,-14898,-1250,6046,-1662,1888,-976,?,?,?
377,'2024/12/09 03:08:20:403',1,-14593,-1112,7152,-1740,1300,-1322,?,?,?
378,'2024/12/09 03:08:20:421',1,-14593,-1112,7152,-1740,1300,-1322,?,?,?
379,'2024/12/09 03:08:20:438',1,-14593,-1112,7152,-1740,1300,-1322,?,?,?
380,'2024/12/09 03:08:20:457',1,-15267,-1594,6679,-1006,-401,-1562,?,?,?
381,'2024/12/09 03:08:20:474',1,-15267,-1594,6679,-1006,-401,-1562,?,?,?
382,'2024/12/09 03:08:20:491',1,-15267,-1594,6679,-1006,-401,-1562,?,?,?
383,'2024/12/09 03:08:20:510',1,-21859,-1739,8074,8502,-30872,-5188,?,?,?
384,'2024/12/09 03:08:20:527',1,-21859,-1739,8074,8502,-30872,-5188,?,?,?
385,'2024/12/09 03:08:20:547',1,-21859,-1739,8074,8502,-30872,-5188,?,?,?
386,'2024/12/09 03:08:20:566',1,-21178,-5932,14126,8062,-32766,8550,?,?,?
387,'2024/12/09 03:08:20:585',1,-21178,-5932,14126,8062,-32766,8550,?,?,?
388,'2024/12/09 03:08:20:603',1,-21178,-5932,14126,8062,-32766,8550,?,?,?
389,'2024/12/09 03:08:20:620',1,-4985,-6203,14518,25748,-32766,17886,?,?,?
390,'2024/12/09 03:08:20:640',1,-4985,-6203,14518,25748,-32766,17886,?,?,?
391,'2024/12/09 03:08:20:658',1,-4985,-6203,14518,25748,-32766,17886,?,?,?
392,'2024/12/09 03:08:20:679',1,3452,-1686,9013,26872,-32766,13292,?,?,?
393,'2024/12/09 03:08:20:698',1,3452,-1686,9013,26872,-32766,13292,?,?,?
394,'2024/12/09 03:08:20:717',1,10569,2209,1334,24751,-32766,7485,?,?,?
395,'2024/12/09 03:08:20:735',1,10569,2209,1334,24751,-32766,7485,?,?,?
396,'2024/12/09 03:08:20:754',1,10569,2209,1334,24751,-32766,7485,?,?,?
397,'2024/12/09 03:08:20:771',1,13698,5221,-5413,18027,-32766,1889,?,?,?
398,'2024/12/09 03:08:20:787',1,13698,5221,-5413,18027,-32766,1889,?,?,?
399,'2024/12/09 03:08:20:806',1,13698,5221,-5413,18027,-32766,1889,?,?,?
400,'2024/12/09 03:08:20:825',1,14633,6706,-8142,9392,-25020,939,?,?,?
401,'2024/12/09 03:08:20:841',1,14633,6706,-8142,9392,-25020,939,?,?,?
402,'2024/12/09 03:08:20:860',1,14633,6706,-8142,9392,-25020,939,?,?,?
403,'2024/12/09 03:08:20:880',1,13143,6247,-10338,6693,-10305,58,?,?,?
404,'2024/12/09 03:08:20:899',1,13143,6247,-10338,6693,-10305,58,?,?,?
405,'2024/12/09 03:08:20:917',1,13143,6247,-10338,6693,-10305,58,?,?,?
406,'2024/12/09 03:08:20:935',1,13054,6403,-8702,4675,-9329,-234,?,?,?
407,'2024/12/09 03:08:20:953',1,13054,6403,-8702,4675,-9329,-234,?,?,?
408,'2024/12/09 03:08:20:971',1,13054,6403,-8702,4675,-9329,-234,?,?,?
409,'2024/12/09 03:08:20:991',1,11281,5499,-9753,4124,-2650,902,?,?,?
410,'2024/12/09 03:08:21:007',1,11281,5499,-9753,4124,-2650,902,?,?,?
411,'2024/12/09 03:08:21:025',1,11281,5499,-9753,4124,-2650,902,?,?,?
412,'2024/12/09 03:08:21:042',1,11281,5499,-9753,4124,-2650,902,?,?,?
413,'2024/12/09 03:08:21:060',1,12454,4853,-11922,3268,-3148,1096,?,?,?
414,'2024/12/09 03:08:21:079',1,12454,4853,-11922,3268,-3148,1096,?,?,?
415,'2024/12/09 03:08:21:097',1,12150,4241,-10027,1812,-881,213,?,?,?
416,'2024/12/09 03:08:21:115',1,12150,4241,-10027,1812,-881,213,?,?,?
417,'2024/12/09 03:08:21:133',1,12150,4241,-10027,1812,-881,213,?,?,?
418,'2024/12/09 03:08:21:152',1,12009,3956,-11235,1216,-1183,914,?,?,?
419,'2024/12/09 03:08:21:170',1,12009,3956,-11235,1216,-1183,914,?,?,?
420,'2024/12/09 03:08:21:188',1,12009,3956,-11235,1216,-1183,914,?,?,?
421,'2024/12/09 03:08:21:206',1,11872,3753,-10780,558,805,370,?,?,?
422,'2024/12/09 03:08:21:224',1,11872,3753,-10780,558,805,370,?,?,?
423,'2024/12/09 03:08:21:241',1,11872,3753,-10780,558,805,370,?,?,?
424,'2024/12/09 03:08:21:258',1,11779,3472,-10551,-772,1694,677,?,?,?
425,'2024/12/09 03:08:21:275',1,11779,3472,-10551,-772,1694,677,?,?,?
426,'2024/12/09 03:08:21:294',1,11779,3472,-10551,-772,1694,677,?,?,?
427,'2024/12/09 03:08:21:313',1,11787,3503,-10372,-322,764,830,?,?,?
428,'2024/12/09 03:08:21:332',1,11787,3503,-10372,-322,764,830,?,?,?
429,'2024/12/09 03:08:21:351',1,11787,3503,-10372,-322,764,830,?,?,?
430,'2024/12/09 03:08:21:370',1,11016,3316,-10481,-531,2436,2369,?,?,?
431,'2024/12/09 03:08:21:389',1,11016,3316,-10481,-531,2436,2369,?,?,?
432,'2024/12/09 03:08:21:405',1,11016,3316,-10481,-531,2436,2369,?,?,?
433,'2024/12/09 03:08:21:423',1,9909,3096,-10787,-369,3890,6051,?,?,?
434,'2024/12/09 03:08:21:440',1,9909,3096,-10787,-369,3890,6051,?,?,?
435,'2024/12/09 03:08:21:457',1,9909,3096,-10787,-369,3890,6051,?,?,?
436,'2024/12/09 03:08:21:474',1,9909,3096,-10787,-369,3890,6051,?,?,?
437,'2024/12/09 03:08:21:495',1,12658,1087,-10091,745,10812,13013,?,?,?
438,'2024/12/09 03:08:21:511',1,12658,1087,-10091,745,10812,13013,?,?,?
439,'2024/12/09 03:08:21:529',1,12658,1087,-10091,745,10812,13013,?,?,?
440,'2024/12/09 03:08:21:548',1,12791,-57,-10959,-3405,10002,12004,?,?,?
441,'2024/12/09 03:08:21:567',1,12791,-57,-10959,-3405,10002,12004,?,?,?
442,'2024/12/09 03:08:21:587',1,17350,-774,-5898,-3354,10254,9692,?,?,?
443,'2024/12/09 03:08:21:602',1,17350,-774,-5898,-3354,10254,9692,?,?,?
444,'2024/12/09 03:08:21:621',1,17350,-774,-5898,-3354,10254,9692,?,?,?
445,'2024/12/09 03:08:21:640',1,15213,-1806,-6565,-5616,5986,5586,?,?,?
446,'2024/12/09 03:08:21:657',1,15213,-1806,-6565,-5616,5986,5586,?,?,?
447,'2024/12/09 03:08:21:676',1,15213,-1806,-6565,-5616,5986,5586,?,?,?
448,'2024/12/09 03:08:21:695',1,15860,-1796,-5146,-2969,3731,1014,?,?,?
449,'2024/12/09 03:08:21:714',1,15860,-1796,-5146,-2969,3731,1014,?,?,?
450,'2024/12/09 03:08:21:733',1,15860,-1796,-5146,-2969,3731,1014,?,?,?
451,'2024/12/09 03:08:21:753',1,14484,-1859,-5029,-1866,1798,699,?,?,?
452,'2024/12/09 03:08:21:773',1,14484,-1859,-5029,-1866,1798,699,?,?,?
453,'2024/12/09 03:08:21:791',1,14484,-1859,-5029,-1866,1798,699,?,?,?
454,'2024/12/09 03:08:21:808',1,14734,-1845,-5866,-410,1420,355,?,?,?
455,'2024/12/09 03:08:21:824',1,14734,-1845,-5866,-410,1420,355,?,?,?
456,'2024/12/09 03:08:21:842',1,14734,-1845,-5866,-410,1420,355,?,?,?
457,'2024/12/09 03:08:21:861',1,15090,-2211,-6209,-850,557,-235,?,?,?
458,'2024/12/09 03:08:21:881',1,15090,-2211,-6209,-850,557,-235,?,?,?
459,'2024/12/09 03:08:21:900',1,15090,-2211,-6209,-850,557,-235,?,?,?
460,'2024/12/09 03:08:21:919',1,17812,-3176,-8605,755,9911,-2894,?,?,?
461,'2024/12/09 03:08:21:937',1,17812,-3176,-8605,755,9911,-2894,?,?,?
462,'2024/12/09 03:08:21:954',1,17812,-3176,-8605,755,9911,-2894,?,?,?
463,'2024/12/09 03:08:21:973',1,21759,-2560,-10324,2598,32766,-10081,?,?,?
464,'2024/12/09 03:08:21:991',1,21759,-2560,-10324,2598,32766,-10081,?,?,?
465,'2024/12/09 03:08:22:010',1,21759,-2560,-10324,2598,32766,-10081,?,?,?
466,'2024/12/09 03:08:22:029',1,14744,334,-3362,268,32766,-15892,?,?,?
467,'2024/12/09 03:08:22:046',1,14744,334,-3362,268,32766,-15892,?,?,?
468,'2024/12/09 03:08:22:066',1,14744,334,-3362,268,32766,-15892,?,?,?
469,'2024/12/09 03:08:22:085',1,9418,2283,4615,-7603,32766,-14448,?,?,?
470,'2024/12/09 03:08:22:103',1,9418,2283,4615,-7603,32766,-14448,?,?,?
471,'2024/12/09 03:08:22:122',1,9418,2283,4615,-7603,32766,-14448,?,?,?
472,'2024/12/09 03:08:22:140',1,-624,1228,8314,-13026,32766,-15375,?,?,?
473,'2024/12/09 03:08:22:159',1,-624,1228,8314,-13026,32766,-15375,?,?,?
474,'2024/12/09 03:08:22:177',1,-624,1228,8314,-13026,32766,-15375,?,?,?
475,'2024/12/09 03:08:22:196',1,-13131,-1461,19886,-3399,32766,-16085,?,?,?
476,'2024/12/09 03:08:22:215',1,-13131,-1461,19886,-3399,32766,-16085,?,?,?
477,'2024/12/09 03:08:22:235',1,-13131,-1461,19886,-3399,32766,-16085,?,?,?
478,'2024/12/09 03:08:22:253',1,-13242,-3227,11119,-1512,22836,-13967,?,?,?
479,'2024/12/09 03:08:22:269',1,-13242,-3227,11119,-1512,22836,-13967,?,?,?
480,'2024/12/09 03:08:22:287',1,-13242,-3227,11119,-1512,22836,-13967,?,?,?
481,'2024/12/09 03:08:22:306',1,-13990,-2116,10952,260,16923,-7793,?,?,?
482,'2024/12/09 03:08:22:325',1,-13990,-2116,10952,260,16923,-7793,?,?,?
483,'2024/12/09 03:08:22:343',1,-13990,-2116,10952,260,16923,-7793,?,?,?
484,'2024/12/09 03:08:22:363',1,-15903,-3148,7028,-84,8712,-5304,?,?,?
485,'2024/12/09 03:08:22:381',1,-15903,-3148,7028,-84,8712,-5304,?,?,?
486,'2024/12/09 03:08:22:399',1,-15903,-3148,7028,-84,8712,-5304,?,?,?
487,'2024/12/09 03:08:22:416',1,-14160,-2678,9307,-2699,8191,-2636,?,?,?
488,'2024/12/09 03:08:22:435',1,-14160,-2678,9307,-2699,8191,-2636,?,?,?
489,'2024/12/09 03:08:22:453',1,-14160,-2678,9307,-2699,8191,-2636,?,?,?
490,'2024/12/09 03:08:22:472',1,-14079,-3678,7444,-2774,6279,-1632,?,?,?
491,'2024/12/09 03:08:22:489',1,-14079,-3678,7444,-2774,6279,-1632,?,?,?
492,'2024/12/09 03:08:22:508',1,-14079,-3678,7444,-2774,6279,-1632,?,?,?
493,'2024/12/09 03:08:22:527',1,-14152,-3523,10741,-2583,4118,-1553,?,?,?
494,'2024/12/09 03:08:22:544',1,-14152,-3523,10741,-2583,4118,-1553,?,?,?
495,'2024/12/09 03:08:22:564',1,-14152,-3523,10741,-2583,4118,-1553,?,?,?
496,'2024/12/09 03:08:22:585',1,-13588,-3443,7439,-2721,5319,-1430,?,?,?
497,'2024/12/09 03:08:22:602',1,-13588,-3443,7439,-2721,5319,-1430,?,?,?
498,'2024/12/09 03:08:22:618',1,-13588,-3443,7439,-2721,5319,-1430,?,?,?
499,'2024/12/09 03:08:22:635',1,-13696,-3704,9383,-1811,4280,-1623,?,?,?
500,'2024/12/09 03:08:22:655',1,-13696,-3704,9383,-1811,4280,-1623,?,?,?
501,'2024/12/09 03:08:22:673',1,-13766,-3828,6901,-1408,3300,-960,?,?,?
502,'2024/12/09 03:08:22:689',1,-13766,-3828,6901,-1408,3300,-960,?,?,?
503,'2024/12/09 03:08:22:707',1,-13766,-3828,6901,-1408,3300,-960,?,?,?
504,'2024/12/09 03:08:22:723',1,-13766,-3828,6901,-1408,3300,-960,?,?,?
505,'2024/12/09 03:08:22:739',1,-14403,-3984,7964,-1248,3174,-871,?,?,?
506,'2024/12/09 03:08:22:756',1,-14403,-3984,7964,-1248,3174,-871,?,?,?
507,'2024/12/09 03:08:22:775',1,-14403,-3984,7964,-1248,3174,-871,?,?,?
508,'2024/12/09 03:08:22:794',1,-14330,-3686,7044,-1103,2532,-936,?,?,?
509,'2024/12/09 03:08:22:812',1,-14330,-3686,7044,-1103,2532,-936,?,?,?
510,'2024/12/09 03:08:22:832',1,-14330,-3686,7044,-1103,2532,-936,?,?,?
511,'2024/12/09 03:08:22:849',1,-14556,-4153,6992,-1336,1856,-664,?,?,?
512,'2024/12/09 03:08:22:868',1,-14556,-4153,6992,-1336,1856,-664,?,?,?
513,'2024/12/09 03:08:22:888',1,-14556,-4153,6992,-1336,1856,-664,?,?,?
514,'2024/12/09 03:08:22:908',1,-13245,-4099,7134,-1483,1353,-562,?,?,?
515,'2024/12/09 03:08:22:925',1,-13245,-4099,7134,-1483,1353,-562,?,?,?
516,'2024/12/09 03:08:22:944',1,-13245,-4099,7134,-1483,1353,-562,?,?,?
517,'2024/12/09 03:08:22:964',1,-13970,-4001,7305,-1377,1308,-922,?,?,?
518,'2024/12/09 03:08:22:985',1,-13970,-4001,7305,-1377,1308,-922,?,?,?
519,'2024/12/09 03:08:23:004',1,-14054,-4131,7091,-1181,909,-745,?,?,?
520,'2024/12/09 03:08:23:021',1,-14054,-4131,7091,-1181,909,-745,?,?,?
521,'2024/12/09 03:08:23:041',1,-14054,-4131,7091,-1181,909,-745,?,?,?
522,'2024/12/09 03:08:23:059',1,-14546,-4331,7869,-1236,1604,-606,?,?,?
523,'2024/12/09 03:08:23:076',1,-14546,-4331,7869,-1236,1604,-606,?,?,?
524,'2024/12/09 03:08:23:094',1,-14546,-4331,7869,-1236,1604,-606,?,?,?
525,'2024/12/09 03:08:23:113',1,-14342,-3987,7710,-798,2324,-536,?,?,?
526,'2024/12/09 03:08:23:132',1,-14342,-3987,7710,-798,2324,-536,?,?,?
527,'2024/12/09 03:08:23:150',1,-14342,-3987,7710,-798,2324,-536,?,?,?
528,'2024/12/09 03:08:23:167',1,-14958,-4575,7672,-1060,2817,145,?,?,?
529,'2024/12/09 03:08:23:187',1,-14958,-4575,7672,-1060,2817,145,?,?,?
530,'2024/12/09 03:08:23:206',1,-14958,-4575,7672,-1060,2817,145,?,?,?
531,'2024/12/09 03:08:23:226',1,-14376,-4097,6473,-355,1684,99,?,?,?
532,'2024/12/09 03:08:23:246',1,-14376,-4097,6473,-355,1684,99,?,?,?
533,'2024/12/09 03:08:23:265',1,-14376,-4097,6473,-355,1684,99,?,?,?
534,'2024/12/09 03:08:23:281',1,-13971,-4570,8316,-469,2201,445,?,?,?
535,'2024/12/09 03:08:23:299',1,-13971,-4570,8316,-469,2201,445,?,?,?
536,'2024/12/09 03:08:23:318',1,-13971,-4570,8316,-469,2201,445,?,?,?
537,'2024/12/09 03:08:23:339',1,-14142,-3940,6840,784,3871,877,?,?,?
538,'2024/12/09 03:08:23:357',1,-14142,-3940,6840,784,3871,877,?,?,?
539,'2024/12/09 03:08:23:373',1,-14142,-3940,6840,784,3871,877,?,?,?
540,'2024/12/09 03:08:23:389',1,-14576,-3833,6855,1482,2750,301,?,?,?
541,'2024/12/09 03:08:23:405',1,-14576,-3833,6855,1482,2750,301,?,?,?
542,'2024/12/09 03:08:23:424',1,-14576,-3833,6855,1482,2750,301,?,?,?
543,'2024/12/09 03:08:23:442',1,-14263,-3395,6532,2315,4540,1636,?,?,?
544,'2024/12/09 03:08:23:461',1,-14263,-3395,6532,2315,4540,1636,?,?,?
545,'2024/12/09 03:08:23:479',1,-14263,-3395,6532,2315,4540,1636,?,?,?
546,'2024/12/09 03:08:23:497',1,-15257,-3214,5800,2154,1354,987,?,?,?
547,'2024/12/09 03:08:23:516',1,-15257,-3214,5800,2154,1354,987,?,?,?
548,'2024/12/09 03:08:23:535',1,-15257,-3214,5800,2154,1354,987,?,?,?
549,'2024/12/09 03:08:23:556',1,-16062,-3231,7596,3892,-708,1269,?,?,?
550,'2024/12/09 03:08:23:574',1,-16062,-3231,7596,3892,-708,1269,?,?,?
551,'2024/12/09 03:08:23:593',1,-16062,-3231,7596,3892,-708,1269,?,?,?
552,'2024/12/09 03:08:23:612',1,-19057,-2716,10562,12384,-6212,4244,?,?,?
553,'2024/12/09 03:08:23:630',1,-19057,-2716,10562,12384,-6212,4244,?,?,?
554,'2024/12/09 03:08:23:646',1,-19057,-2716,10562,12384,-6212,4244,?,?,?
555,'2024/12/09 03:08:23:665',1,-17985,-2962,2986,17750,-24856,8795,?,?,?
556,'2024/12/09 03:08:23:681',1,-17985,-2962,2986,17750,-24856,8795,?,?,?
557,'2024/12/09 03:08:23:700',1,-17985,-2962,2986,17750,-24856,8795,?,?,?
558,'2024/12/09 03:08:23:719',1,-21276,-3964,5025,10222,-32766,18400,?,?,?
559,'2024/12/09 03:08:23:738',1,-21276,-3964,5025,10222,-32766,18400,?,?,?
560,'2024/12/09 03:08:23:756',1,-21276,-3964,5025,10222,-32766,18400,?,?,?
561,'2024/12/09 03:08:23:776',1,-1745,-1454,5564,9274,-32766,29304,?,?,?
562,'2024/12/09 03:08:23:794',1,-1745,-1454,5564,9274,-32766,29304,?,?,?
563,'2024/12/09 03:08:23:814',1,-1745,-1454,5564,9274,-32766,29304,?,?,?
564,'2024/12/09 03:08:23:834',1,7482,837,8231,13954,-32766,26007,?,?,?
565,'2024/12/09 03:08:23:852',1,7482,837,8231,13954,-32766,26007,?,?,?
566,'2024/12/09 03:08:23:869',1,7482,837,8231,13954,-32766,26007,?,?,?
567,'2024/12/09 03:08:23:886',1,18025,1764,2415,15169,-32766,16627,?,?,?
568,'2024/12/09 03:08:23:906',1,18025,1764,2415,15169,-32766,16627,?,?,?
569,'2024/12/09 03:08:23:925',1,18025,1764,2415,15169,-32766,16627,?,?,?
570,'2024/12/09 03:08:23:943',1,17019,347,-4117,14602,-32174,14380,?,?,?
571,'2024/12/09 03:08:23:962',1,17019,347,-4117,14602,-32174,14380,?,?,?
572,'2024/12/09 03:08:23:981',1,17019,347,-4117,14602,-32174,14380,?,?,?
573,'2024/12/09 03:08:23:998',1,18829,-1083,-8072,10116,-23407,10201,?,?,?
574,'2024/12/09 03:08:24:015',1,18829,-1083,-8072,10116,-23407,10201,?,?,?
575,'2024/12/09 03:08:24:032',1,18829,-1083,-8072,10116,-23407,10201,?,?,?
